userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language
6W0vM633N2rUWikcG381yg6HG41NB2eaFQurqkQ8344=,6W0vM633N2rUWikcG381yg6HG41NB2eaFQurqkQ8344=,6W0vM633N2rUWikcG381yg6HG41NB2eaFQurqkQ8344=,,,,1,27,2020-01-02,en
xpeHKKFpR1dt7j0KOCAhPGqd9M18jie10l781H1ezQ=,xpeHKKFpR1dt7j0KOCAhPGqd9M18jie10l781H1ezQ=,xpeHKKFpR1dt7j0KOCAhPGqd9M18jie10l781H1ezQ=,,"ข้อดีของการไม่ได้ครอบครอง 
คือการที่ไม่มีวันสูญเสียสิ่งนั้นไป..🥀",,0,16,2019-12-09,en
7pg7RSTczp1zHeozEPvPach9rwNQKBJe2MrFF7dIV1E=,7pg7RSTczp1zHeozEPvPach9rwNQKBJe2MrFF7dIV1E=,7pg7RSTczp1zHeozEPvPach9rwNQKBJe2MrFF7dIV1E=,,สาวเริ่ด เชิดไม่หยิ่ง,,0,29,2020-01-09,th
vx6CaKfbFhGJw2w+4b1xLrYliU3LgLf0spQ7sIimym8=,vx6CaKfbFhGJw2w+4b1xLrYliU3LgLf0spQ7sIimym8=,vx6CaKfbFhGJw2w+4b1xLrYliU3LgLf0spQ7sIimym8=,,,,10,46,2019-12-06,en
2MabQB5YztnLG3pb1zquw1ZJySjuibIdTeaISceAiJU=,2MabQB5YztnLG3pb1zquw1ZJySjuibIdTeaISceAiJU=,2MabQB5YztnLG3pb1zquw1ZJySjuibIdTeaISceAiJU=,,ไม่โลกสวย,,0,8,2019-12-08,en
BcIpfkK4h747k3HqVNVu29m3ud1SXI2VBy37Qg7IMGY=,BcIpfkK4h747k3HqVNVu29m3ud1SXI2VBy37Qg7IMGY=,BcIpfkK4h747k3HqVNVu29m3ud1SXI2VBy37Qg7IMGY=,,,,1,15,2020-01-09,th
6HgOBfNU5lALuuamZeTtD0dCvg9c4n1QfnuxqryHYs=,6HgOBfNU5lALuuamZeTtD0dCvg9c4n1QfnuxqryHYs=,6HgOBfNU5lALuuamZeTtD0dCvg9c4n1QfnuxqryHYs=,,,,0,4,2020-01-13,en
kghyJZCcdGxoJ8f0lseFgPC2lwQrFCPXzqY5W0lMJs=,kghyJZCcdGxoJ8f0lseFgPC2lwQrFCPXzqY5W0lMJs=,kghyJZCcdGxoJ8f0lseFgPC2lwQrFCPXzqY5W0lMJs=,,ถึงจะอ่อนล้า ถ้าใจสู้มันก็ทำได้,,0,35,2019-12-13,en
CZnUVG3fRJLC4iotdXiASUYbRDEMgN91mtKy2uoTYjc=,CZnUVG3fRJLC4iotdXiASUYbRDEMgN91mtKy2uoTYjc=,CZnUVG3fRJLC4iotdXiASUYbRDEMgN91mtKy2uoTYjc=,,Hi,,13,93,2019-12-09,th
6N26hXsqVY63TxUWhMH8Lw20ji6HZSdrOKSAODvgDE=,6N26hXsqVY63TxUWhMH8Lw20ji6HZSdrOKSAODvgDE=,6N26hXsqVY63TxUWhMH8Lw20ji6HZSdrOKSAODvgDE=,,****,,0,1,2020-01-14,en
LREz+iuuzb2pBUk8RUJcPm14Xt9mwFTTsAVgW5tkjig=,LREz+iuuzb2pBUk8RUJcPm14Xt9mwFTTsAVgW5tkjig=,LREz+iuuzb2pBUk8RUJcPm14Xt9mwFTTsAVgW5tkjig=,,,,1,22,2019-12-06,en
x0oFs3K4IKRq2ghyn4hBeVEVBPDIIVqlkjsNWmJl1E=,x0oFs3K4IKRq2ghyn4hBeVEVBPDIIVqlkjsNWmJl1E=,x0oFs3K4IKRq2ghyn4hBeVEVBPDIIVqlkjsNWmJl1E=,,,,4,23,2020-02-11,th
Nfr74Gs5NXxkpRviM0Tghyv5bWz7H6sgaeNcQ34MY=,Nfr74Gs5NXxkpRviM0Tghyv5bWz7H6sgaeNcQ34MY=,Nfr74Gs5NXxkpRviM0Tghyv5bWz7H6sgaeNcQ34MY=,,,,0,6,2019-11-04,en
nRTIJ9P9o4jToxjbG+46sExIUye4TSevGpw2OfmcJ2I=,nRTIJ9P9o4jToxjbG+46sExIUye4TSevGpw2OfmcJ2I=,nRTIJ9P9o4jToxjbG+46sExIUye4TSevGpw2OfmcJ2I=,,ความสุขคืออะไร???,,0,0,2019-12-07,en
ZnGChODBWhhwWzosd3B5KZnTX8HQ1w00tMe9jt06XjE=,ZnGChODBWhhwWzosd3B5KZnTX8HQ1w00tMe9jt06XjE=,ZnGChODBWhhwWzosd3B5KZnTX8HQ1w00tMe9jt06XjE=,,,,0,23,2020-01-25,en
Xz5OugwTQaNUeFn+jSKgiC2I670VAk5nMp0KC9xqFo=,Xz5OugwTQaNUeFn+jSKgiC2I670VAk5nMp0KC9xqFo=,Xz5OugwTQaNUeFn+jSKgiC2I670VAk5nMp0KC9xqFo=,,-,,0,5,2020-02-20,en
WXpqsIsqLKIJa9zzZm6FzDPEPWV0Dawq8ntn6U60WYg=,WXpqsIsqLKIJa9zzZm6FzDPEPWV0Dawq8ntn6U60WYg=,WXpqsIsqLKIJa9zzZm6FzDPEPWV0Dawq8ntn6U60WYg=,,,,2,3,2019-11-06,en
SKMvSYNxbem33Qv39Ysd+Xx8dLx7ZtXUwxI7D5vPjw=,SKMvSYNxbem33Qv39Ysd+Xx8dLx7ZtXUwxI7D5vPjw=,SKMvSYNxbem33Qv39Ysd+Xx8dLx7ZtXUwxI7D5vPjw=,,,,6,34,2020-01-03,th
h1O1W6l5QsqOxfoGPO8XY4O7ZLTGU9nxMIioRo161GY=,h1O1W6l5QsqOxfoGPO8XY4O7ZLTGU9nxMIioRo161GY=,h1O1W6l5QsqOxfoGPO8XY4O7ZLTGU9nxMIioRo161GY=,,ก็หมวยนี่ค่ะ รักป่ะ,,3,37,2020-01-09,en
Id2XHNkCh84YWmowRL7PurIG0OfkkfNDhqWGHnqUwtM=,Id2XHNkCh84YWmowRL7PurIG0OfkkfNDhqWGHnqUwtM=,Id2XHNkCh84YWmowRL7PurIG0OfkkfNDhqWGHnqUwtM=,,วายๆ,,0,6,2020-01-13,en
GJUkMiG2EDrRfRudBTN11GEIuZzpumgyT6rNqyi4=,GJUkMiG2EDrRfRudBTN11GEIuZzpumgyT6rNqyi4=,GJUkMiG2EDrRfRudBTN11GEIuZzpumgyT6rNqyi4=,,คนพิเศษ,,0,7,2019-12-08,en
fo4xHifou1+dRbDVwIMPX4mr4E646qXqM8GBWjLYItQ=,fo4xHifou1+dRbDVwIMPX4mr4E646qXqM8GBWjLYItQ=,fo4xHifou1+dRbDVwIMPX4mr4E646qXqM8GBWjLYItQ=,,ทำไมเธอทำแบบนี้กับเราวะ ?,,2,56,2019-11-04,th
nGbwjOY2hL+iTKPNVcrjzxNgOlwGs4KSn4Wk3exp0=,nGbwjOY2hL+iTKPNVcrjzxNgOlwGs4KSn4Wk3exp0=,nGbwjOY2hL+iTKPNVcrjzxNgOlwGs4KSn4Wk3exp0=,,,,0,3,2020-01-13,en
yPM0M4CGHx3WifxOkP7iQ3LWco2EesyxzvDCNw9H+PQ=,yPM0M4CGHx3WifxOkP7iQ3LWco2EesyxzvDCNw9H+PQ=,yPM0M4CGHx3WifxOkP7iQ3LWco2EesyxzvDCNw9H+PQ=,,,,1,11,2019-11-05,th
ff1q2b3ZaON1EGCN2DHEj5z5Dpqkw0+i6H5lJkL5haU=,ff1q2b3ZaON1EGCN2DHEj5z5Dpqkw0+i6H5lJkL5haU=,ff1q2b3ZaON1EGCN2DHEj5z5Dpqkw0+i6H5lJkL5haU=,,,,2,12,2019-11-06,en
UwthslltHwEShRaOevvXrvU4JRTq2VAzWKyISpcVc=,UwthslltHwEShRaOevvXrvU4JRTq2VAzWKyISpcVc=,UwthslltHwEShRaOevvXrvU4JRTq2VAzWKyISpcVc=,,ค่ายเปรมติณสูลานนท์,,4,17,2020-01-13,th
eYGM57PwXQuFa9QboVbGOIxeSm7A2P8oqxAiSaFvLc=,eYGM57PwXQuFa9QboVbGOIxeSm7A2P8oqxAiSaFvLc=,eYGM57PwXQuFa9QboVbGOIxeSm7A2P8oqxAiSaFvLc=,,away form you,,0,10,2019-12-07,en
kdaIATgRNWVUa4ZQIzsohhbH6KvwyTi1kFrOSvWx7Gs=,kdaIATgRNWVUa4ZQIzsohhbH6KvwyTi1kFrOSvWx7Gs=,kdaIATgRNWVUa4ZQIzsohhbH6KvwyTi1kFrOSvWx7Gs=,,,,0,14,2019-06-12,en
yeZLf0FVzHwBJRGGUWSTuqszjhMgP6wvUl7szSNxcOs=,yeZLf0FVzHwBJRGGUWSTuqszjhMgP6wvUl7szSNxcOs=,yeZLf0FVzHwBJRGGUWSTuqszjhMgP6wvUl7szSNxcOs=,,โสดคับอยากโดน,,0,9,2020-01-08,en
IFc7qfzPCvBoe0Fv5FIjjM7MM6F3IduLdc3VkFayR4=,IFc7qfzPCvBoe0Fv5FIjjM7MM6F3IduLdc3VkFayR4=,IFc7qfzPCvBoe0Fv5FIjjM7MM6F3IduLdc3VkFayR4=,,,,0,8,2019-12-05,th
AdFRldth1eg0Me2X91TaUvp0TlU3hW9iF9iDbQoKg=,AdFRldth1eg0Me2X91TaUvp0TlU3hW9iF9iDbQoKg=,AdFRldth1eg0Me2X91TaUvp0TlU3hW9iF9iDbQoKg=,,ไม่มีอะไรที่เราทำไม่ได้ถ้าไม่พยายาม,,0,16,2020-01-02,th
7Xo1krAZvNW9+zPdZW+bttQ07S6Mjz+k7AYA5vR9BU=,7Xo1krAZvNW9+zPdZW+bttQ07S6Mjz+k7AYA5vR9BU=,7Xo1krAZvNW9+zPdZW+bttQ07S6Mjz+k7AYA5vR9BU=,,นั่งกินเหล้า,,1,64,2020-01-23,th
GOytfmXy37IqtEB6DGYI73fDhGJjdczFlGeq0sljw=,GOytfmXy37IqtEB6DGYI73fDhGJjdczFlGeq0sljw=,GOytfmXy37IqtEB6DGYI73fDhGJjdczFlGeq0sljw=,,,,0,3,2019-12-09,en
wkPEU5MBDwDM7TCR1NbH2iYL7fi4UbkK4sBV3P77pPg=,wkPEU5MBDwDM7TCR1NbH2iYL7fi4UbkK4sBV3P77pPg=,wkPEU5MBDwDM7TCR1NbH2iYL7fi4UbkK4sBV3P77pPg=,,,,3,2,2020-01-06,en
s2GDUNty1obg9K3A92tCpeqjE1HZCnEksyMKhycw934=,s2GDUNty1obg9K3A92tCpeqjE1HZCnEksyMKhycw934=,s2GDUNty1obg9K3A92tCpeqjE1HZCnEksyMKhycw934=,,,,1,10,2020-01-15,th
FYEvmdQVOUIGPb+hwWGlLNxaK3xgPKGapadRftnvp+o=,FYEvmdQVOUIGPb+hwWGlLNxaK3xgPKGapadRftnvp+o=,FYEvmdQVOUIGPb+hwWGlLNxaK3xgPKGapadRftnvp+o=,,คนดี,,0,3,2019-10-03,en
dxbke8UK+WKEhC6rjQjeHJuGGw6XJaXQlOfnezKs4w=,dxbke8UK+WKEhC6rjQjeHJuGGw6XJaXQlOfnezKs4w=,dxbke8UK+WKEhC6rjQjeHJuGGw6XJaXQlOfnezKs4w=,,Just play then sleep zzzz,,0,12,2019-12-08,en
bPjP9WuRYAJv6kcNZUp6PF95fNYTCR00w2jpdfmPZSs=,bPjP9WuRYAJv6kcNZUp6PF95fNYTCR00w2jpdfmPZSs=,bPjP9WuRYAJv6kcNZUp6PF95fNYTCR00w2jpdfmPZSs=,,no problem,,0,3,2019-12-08,en
cgjv+vcRwlyv5phOj+i4NArA7EJJANX3IemTqyXhko=,cgjv+vcRwlyv5phOj+i4NArA7EJJANX3IemTqyXhko=,cgjv+vcRwlyv5phOj+i4NArA7EJJANX3IemTqyXhko=,,,,0,15,2020-01-15,th
lf4gNOh7NlDKhpHVo67sqM6WoELxIBUoePKmNvjqIE=,lf4gNOh7NlDKhpHVo67sqM6WoELxIBUoePKmNvjqIE=,lf4gNOh7NlDKhpHVo67sqM6WoELxIBUoePKmNvjqIE=,,,,0,5,2020-01-14,en
LTI1EVhYVev8OA9zGubTvkpKDXhSaeFvChjvh7toKXQ=,LTI1EVhYVev8OA9zGubTvkpKDXhSaeFvChjvh7toKXQ=,LTI1EVhYVev8OA9zGubTvkpKDXhSaeFvChjvh7toKXQ=,,ลืมไปก่อน,,1,10,2020-01-31,th
35ZGkfndbjvmzELgmjltkFZWG9Rr7s8CEK24b0VTkE=,35ZGkfndbjvmzELgmjltkFZWG9Rr7s8CEK24b0VTkE=,35ZGkfndbjvmzELgmjltkFZWG9Rr7s8CEK24b0VTkE=,,,,3,12,2019-12-24,th
Rql5E4ZzoqM7IysFp2HoGhDIWNvQPnuJOxZ1RbRA4g=,Rql5E4ZzoqM7IysFp2HoGhDIWNvQPnuJOxZ1RbRA4g=,Rql5E4ZzoqM7IysFp2HoGhDIWNvQPnuJOxZ1RbRA4g=,"กรุงเทพมหานคร, ประเทศไทย",เป็นตัว ของตัวเองดีที่สุด,,2,8,2020-01-03,th
nV9SW00sxxxBWNXS5PO7mgheoLuQLe3DjHHtaGSA6os=,nV9SW00sxxxBWNXS5PO7mgheoLuQLe3DjHHtaGSA6os=,nV9SW00sxxxBWNXS5PO7mgheoLuQLe3DjHHtaGSA6os=,,,,0,1,2020-02-21,th
FbXc+Xl7FiJ6iEsuI97qbpojgWZDTaepWA1OqZVpPAY=,FbXc+Xl7FiJ6iEsuI97qbpojgWZDTaepWA1OqZVpPAY=,FbXc+Xl7FiJ6iEsuI97qbpojgWZDTaepWA1OqZVpPAY=,,เรียนๆๆ,,2,8,2020-01-08,en
2NprmRR+mhkSLLKel+OdgxDQac6FIx1Yq33D6hblig=,2NprmRR+mhkSLLKel+OdgxDQac6FIx1Yq33D6hblig=,2NprmRR+mhkSLLKel+OdgxDQac6FIx1Yq33D6hblig=,,,,1,6,2019-12-21,en
rsyTZunQSHD0wcGmbSadRR+9Eo70CSUGQ1uT5i0B+Sg=,rsyTZunQSHD0wcGmbSadRR+9Eo70CSUGQ1uT5i0B+Sg=,rsyTZunQSHD0wcGmbSadRR+9Eo70CSUGQ1uT5i0B+Sg=,,araaaa....~~~,,4,50,2020-01-14,en
EGar47qB4JqlPG9y0ormxgmsqX9yqN4O7ZWT8pV80Xo=,EGar47qB4JqlPG9y0ormxgmsqX9yqN4O7ZWT8pV80Xo=,EGar47qB4JqlPG9y0ormxgmsqX9yqN4O7ZWT8pV80Xo=,,,,0,34,2019-11-22,en
oh6H5ouVAbxn0VEnEO8Khwlsd0uLeCvnd+m9Dg1tKEY=,oh6H5ouVAbxn0VEnEO8Khwlsd0uLeCvnd+m9Dg1tKEY=,oh6H5ouVAbxn0VEnEO8Khwlsd0uLeCvnd+m9Dg1tKEY=,,,,0,33,2020-01-14,en
bkxRMBUXZLiQLAl3teXcCFp55OXjO2LQUHrVIPUZReQ=,bkxRMBUXZLiQLAl3teXcCFp55OXjO2LQUHrVIPUZReQ=,bkxRMBUXZLiQLAl3teXcCFp55OXjO2LQUHrVIPUZReQ=,,,,0,12,2020-01-09,th
mJs4D7Eo31ssGpiezMdAsUaPU8HYDk0MJTN0Jqc6Yng=,mJs4D7Eo31ssGpiezMdAsUaPU8HYDk0MJTN0Jqc6Yng=,mJs4D7Eo31ssGpiezMdAsUaPU8HYDk0MJTN0Jqc6Yng=,,,,0,2,2019-12-07,en
GvNdsRKUgUn8PM+1g2VoZO5LNPJHYHfnRcdIuS0gew=,GvNdsRKUgUn8PM+1g2VoZO5LNPJHYHfnRcdIuS0gew=,GvNdsRKUgUn8PM+1g2VoZO5LNPJHYHfnRcdIuS0gew=,,,,2,43,2019-12-06,th
5Ma1yttR1L4XJsl39s0PkyFzjDcScnCoBne1R70Rxo=,5Ma1yttR1L4XJsl39s0PkyFzjDcScnCoBne1R70Rxo=,5Ma1yttR1L4XJsl39s0PkyFzjDcScnCoBne1R70Rxo=,,,,0,4,2020-01-09,en
6dw5LMNipp0KPULNPJ97lxyFGCRx2tNfw3L2kaG+WJU=,6dw5LMNipp0KPULNPJ97lxyFGCRx2tNfw3L2kaG+WJU=,6dw5LMNipp0KPULNPJ97lxyFGCRx2tNfw3L2kaG+WJU=,,มึงจะปลุกปั่นประชาชนยังไงก็ทำไป แต่อย่ามาหมิ่นกษัตริย์ของกู,,8,99,2019-12-08,th
2UxYx3EetLr5o072x2DpavfZED0gLOgZpZfeAy3awA=,2UxYx3EetLr5o072x2DpavfZED0gLOgZpZfeAy3awA=,2UxYx3EetLr5o072x2DpavfZED0gLOgZpZfeAy3awA=,,,,1,19,2020-01-09,th
qgbbYJS3+vrON7Z0SCaNsaKCwGirV3QRomcw35wNkQ=,qgbbYJS3+vrON7Z0SCaNsaKCwGirV3QRomcw35wNkQ=,qgbbYJS3+vrON7Z0SCaNsaKCwGirV3QRomcw35wNkQ=,,,,0,15,2020-01-15,th
o+cE9OO8YrBZmUNJaxeoLsouEXnEzT+2Pyrp5nqqtE=,o+cE9OO8YrBZmUNJaxeoLsouEXnEzT+2Pyrp5nqqtE=,o+cE9OO8YrBZmUNJaxeoLsouEXnEzT+2Pyrp5nqqtE=,,ผมนี่แหละ,,1,14,2019-12-05,th
piztCgTNZI6rsEbkOGHvBjP2mUv1zVINGFdlmF4T8=,piztCgTNZI6rsEbkOGHvBjP2mUv1zVINGFdlmF4T8=,piztCgTNZI6rsEbkOGHvBjP2mUv1zVINGFdlmF4T8=,,,,0,2,2020-01-09,en
qCr4GfY8+oxalzw94u8RCZhaBkJ45XOtYdV8NOLUA=,qCr4GfY8+oxalzw94u8RCZhaBkJ45XOtYdV8NOLUA=,qCr4GfY8+oxalzw94u8RCZhaBkJ45XOtYdV8NOLUA=,,SEXY,,0,1,2020-01-14,en
QXcLYvzGmphDvWZsIXtDbX4Nimk60KhMaDLbvQbCo=,QXcLYvzGmphDvWZsIXtDbX4Nimk60KhMaDLbvQbCo=,QXcLYvzGmphDvWZsIXtDbX4Nimk60KhMaDLbvQbCo=,,,,1,35,2020-01-14,en
sv9h4JbqDnKCjzjeHwNWSI+wDDbz46j2bXbWZd3pC4=,sv9h4JbqDnKCjzjeHwNWSI+wDDbz46j2bXbWZd3pC4=,sv9h4JbqDnKCjzjeHwNWSI+wDDbz46j2bXbWZd3pC4=,,กาลเวลา ที่ยังย้ำเตือนความทรงจำดีๆไม่เคยเสื่อม,,1,0,2019-12-07,en
LLt7vf5+GaP6sXEzX8SJ+plcfDTgX6FBR70iYba6k8M=,LLt7vf5+GaP6sXEzX8SJ+plcfDTgX6FBR70iYba6k8M=,LLt7vf5+GaP6sXEzX8SJ+plcfDTgX6FBR70iYba6k8M=,,,,0,2,2020-01-15,th
bHEDuOkkJzHRNbxbEukmEaJVNA+ld3MhTdAwih3mmG0=,bHEDuOkkJzHRNbxbEukmEaJVNA+ld3MhTdAwih3mmG0=,bHEDuOkkJzHRNbxbEukmEaJVNA+ld3MhTdAwih3mmG0=,,บรรยากาศช่างหนาวเหน็บ,,1,0,2019-12-07,en
xJ7oBtBQ5LwtB0heD3ikQI9IPRLEHZQLOoxa0oVSCDI=,xJ7oBtBQ5LwtB0heD3ikQI9IPRLEHZQLOoxa0oVSCDI=,xJ7oBtBQ5LwtB0heD3ikQI9IPRLEHZQLOoxa0oVSCDI=,,,,1,2,2019-12-08,th
78y3umyudQU21ga4F+SFPvTR4KXSY+3LxqmgUYQsuQ=,78y3umyudQU21ga4F+SFPvTR4KXSY+3LxqmgUYQsuQ=,78y3umyudQU21ga4F+SFPvTR4KXSY+3LxqmgUYQsuQ=,,อิอิ คุคุ,,0,6,2020-01-13,en
cdLuDy2Kofg74lQL69GW8zUsfWafYDMChX7N7VNrmjs=,cdLuDy2Kofg74lQL69GW8zUsfWafYDMChX7N7VNrmjs=,cdLuDy2Kofg74lQL69GW8zUsfWafYDMChX7N7VNrmjs=,,just wanna play game,,0,10,2019-12-08,en
aSjOGDAwYMl8+cWa8kJGx5Vznsn00ukJ2FrNgxuSHGM=,aSjOGDAwYMl8+cWa8kJGx5Vznsn00ukJ2FrNgxuSHGM=,aSjOGDAwYMl8+cWa8kJGx5Vznsn00ukJ2FrNgxuSHGM=,,,,23,41,2020-01-08,en
UBZHgl3iFaAdwGNyBxNCopSX+zoSPo488zZSwP+zzNs=,UBZHgl3iFaAdwGNyBxNCopSX+zoSPo488zZSwP+zzNs=,UBZHgl3iFaAdwGNyBxNCopSX+zoSPo488zZSwP+zzNs=,,,,1,32,2020-01-14,th
1BuqfF5H28f+BcR5h6rv3wIamNK736MH6+YpYPYTk=,1BuqfF5H28f+BcR5h6rv3wIamNK736MH6+YpYPYTk=,1BuqfF5H28f+BcR5h6rv3wIamNK736MH6+YpYPYTk=,,,,0,2,2020-02-22,th
ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=,ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=,ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=,,,,21,158,2020-01-14,en
LYJh4dSgTzB6oQrvkKnas5qB0gxsaVXPVBzn2RAUx28=,LYJh4dSgTzB6oQrvkKnas5qB0gxsaVXPVBzn2RAUx28=,LYJh4dSgTzB6oQrvkKnas5qB0gxsaVXPVBzn2RAUx28=,,,,0,22,2020-01-14,th
mOT7pR0fFdzGjuJ6XaY16RCHfKUMzeTBB7UnkEhO5PQ=,mOT7pR0fFdzGjuJ6XaY16RCHfKUMzeTBB7UnkEhO5PQ=,mOT7pR0fFdzGjuJ6XaY16RCHfKUMzeTBB7UnkEhO5PQ=,,,,0,10,2020-01-13,th
JaamBVCzMx98kWgMnUa1sOQa0SA5EgxagaSPgP1idk=,JaamBVCzMx98kWgMnUa1sOQa0SA5EgxagaSPgP1idk=,JaamBVCzMx98kWgMnUa1sOQa0SA5EgxagaSPgP1idk=,ประเทศไทย,อย่าเสือก,,1,14,2019-12-12,th
qMKz2T1uAfotbcCzDYXBx3bhVt+XRCD2fAI7ty2c3co=,qMKz2T1uAfotbcCzDYXBx3bhVt+XRCD2fAI7ty2c3co=,qMKz2T1uAfotbcCzDYXBx3bhVt+XRCD2fAI7ty2c3co=,,,,2,28,2017-09-12,th
AF+KJJzkrDk4rvAoeBjaELiuKbQOF83xYBxHzLPg8=,AF+KJJzkrDk4rvAoeBjaELiuKbQOF83xYBxHzLPg8=,AF+KJJzkrDk4rvAoeBjaELiuKbQOF83xYBxHzLPg8=,,007,,0,30,2019-10-03,th
1M2dnbIGZIVk8o+ZyaTuEyzZvecopi39LEctYzaGzYc=,1M2dnbIGZIVk8o+ZyaTuEyzZvecopi39LEctYzaGzYc=,1M2dnbIGZIVk8o+ZyaTuEyzZvecopi39LEctYzaGzYc=,,,,0,0,2020-01-21,th
VTybUSgAaCOi+EnEcmjyoWqnkrgPwz8n15y2BrcmMdc=,VTybUSgAaCOi+EnEcmjyoWqnkrgPwz8n15y2BrcmMdc=,VTybUSgAaCOi+EnEcmjyoWqnkrgPwz8n15y2BrcmMdc=,Texas USA,,,2,29,2019-12-06,en
zDYz0xLlDkMeE99SWphLV+Iv1rwwNCvsqo0aLc4VYs=,zDYz0xLlDkMeE99SWphLV+Iv1rwwNCvsqo0aLc4VYs=,zDYz0xLlDkMeE99SWphLV+Iv1rwwNCvsqo0aLc4VYs=,,ชอบลิเวอร์พูล,,7,59,2020-01-09,th
5D5m7kUmuyEs+yq6qxazy5gz2evjQ40wJQRnfTP4Ayk=,5D5m7kUmuyEs+yq6qxazy5gz2evjQ40wJQRnfTP4Ayk=,5D5m7kUmuyEs+yq6qxazy5gz2evjQ40wJQRnfTP4Ayk=,,,,3,9,2019-12-06,en
16ITCf67TdMkdyI+OBxbkxI14sApbQw1yYyaVrGE3Y=,16ITCf67TdMkdyI+OBxbkxI14sApbQw1yYyaVrGE3Y=,16ITCf67TdMkdyI+OBxbkxI14sApbQw1yYyaVrGE3Y=,,.....No. messager.,,1,37,2019-12-12,th
GWASzSSfv9B1yN9Ao6rg1rvokWbsg2JKzb+ByPeDP8k=,GWASzSSfv9B1yN9Ao6rg1rvokWbsg2JKzb+ByPeDP8k=,GWASzSSfv9B1yN9Ao6rg1rvokWbsg2JKzb+ByPeDP8k=,,,,2,34,2020-01-02,en
yxXsyp1DeGawdE6dxnYzWVx2m3g0r7V+eBSoCX4d35E=,yxXsyp1DeGawdE6dxnYzWVx2m3g0r7V+eBSoCX4d35E=,yxXsyp1DeGawdE6dxnYzWVx2m3g0r7V+eBSoCX4d35E=,,,,21,61,2020-01-08,en
w2SKfvLmiLpSmd5morwk+50cpE8NXZIpsMVm4KPA8=,w2SKfvLmiLpSmd5morwk+50cpE8NXZIpsMVm4KPA8=,w2SKfvLmiLpSmd5morwk+50cpE8NXZIpsMVm4KPA8=,,ดูหนัง ละคร และนอนเป็นกิจวัตร,,0,1,2019-12-07,en
UBQOPCexawDHBkUzha2Wk9Pp2D53UUr8X4hdikguv0=,UBQOPCexawDHBkUzha2Wk9Pp2D53UUr8X4hdikguv0=,UBQOPCexawDHBkUzha2Wk9Pp2D53UUr8X4hdikguv0=,,...,,0,7,2020-02-21,en
9DXPYigaViKdRlXiTPGUy4qeLMNYCam0250tuGJE70=,9DXPYigaViKdRlXiTPGUy4qeLMNYCam0250tuGJE70=,9DXPYigaViKdRlXiTPGUy4qeLMNYCam0250tuGJE70=,,,,0,14,2019-11-06,en
Ai5wLom3hnrzPCsdtCB2wgoPS6HTcKF+fIPDtmooWoU=,Ai5wLom3hnrzPCsdtCB2wgoPS6HTcKF+fIPDtmooWoU=,Ai5wLom3hnrzPCsdtCB2wgoPS6HTcKF+fIPDtmooWoU=,,-,,0,4,2020-02-20,en
bt2GoGJnNjcVtTeqVe+S+xy+DInSFNmxstcC5a3hJw=,bt2GoGJnNjcVtTeqVe+S+xy+DInSFNmxstcC5a3hJw=,bt2GoGJnNjcVtTeqVe+S+xy+DInSFNmxstcC5a3hJw=,,,,0,1,2020-01-14,en
f07o9+701FoUZFswufHalXetPTKjMJOKi8ny1SxdEc=,f07o9+701FoUZFswufHalXetPTKjMJOKi8ny1SxdEc=,f07o9+701FoUZFswufHalXetPTKjMJOKi8ny1SxdEc=,,,,0,31,2020-01-14,en
ZQdiLmZFLhxK7uBjq6P5KAW5o40DnXlRSm78uiyBoik=,ZQdiLmZFLhxK7uBjq6P5KAW5o40DnXlRSm78uiyBoik=,ZQdiLmZFLhxK7uBjq6P5KAW5o40DnXlRSm78uiyBoik=,,,,0,22,2019-12-08,en
CUYcUXkJS5r5RCfmxTmWySvHQ+eB+XVqF9Bu7EQjMs=,CUYcUXkJS5r5RCfmxTmWySvHQ+eB+XVqF9Bu7EQjMs=,CUYcUXkJS5r5RCfmxTmWySvHQ+eB+XVqF9Bu7EQjMs=,,yee haa,,0,10,2020-01-14,en
aqPCxgx2Codb9kIgoYS8YXSbAGEC41rje+MQAipHw=,aqPCxgx2Codb9kIgoYS8YXSbAGEC41rje+MQAipHw=,aqPCxgx2Codb9kIgoYS8YXSbAGEC41rje+MQAipHw=,,,,1,4,2019-12-09,th
ouSrpV+zLst1Bo1gDMFNMVo+UF94m9Rb8jA7GgKmQyM=,ouSrpV+zLst1Bo1gDMFNMVo+UF94m9Rb8jA7GgKmQyM=,ouSrpV+zLst1Bo1gDMFNMVo+UF94m9Rb8jA7GgKmQyM=,,,,1,41,2020-01-03,th
v5BCpRu8MFFvSUpLgqsFgVUTlu0Z9C4uwSjxqLSEho=,v5BCpRu8MFFvSUpLgqsFgVUTlu0Z9C4uwSjxqLSEho=,v5BCpRu8MFFvSUpLgqsFgVUTlu0Z9C4uwSjxqLSEho=,,เที่ยว,,0,17,2020-01-23,en
